package,exact_locked_version,role,source,license_spdx,redistribution_note,native_runtime_concerns
glob,7.2.3,transitive,https://registry.npmjs.org/glob/-/glob-7.2.3.tgz,ISC,Retain applicable upstream license and notice obligations; review package source before redistribution.,none declared in package-lock
global-agent,3.0.0,transitive,https://registry.npmjs.org/global-agent/-/global-agent-3.0.0.tgz,BSD-3-Clause,Retain applicable upstream license and notice obligations; review package source before redistribution.,none declared in package-lock
globalthis,1.0.4,transitive,https://registry.npmjs.org/globalthis/-/globalthis-1.0.4.tgz,MIT,Retain applicable upstream license and notice obligations; review package source before redistribution.,none declared in package-lock
gopd,1.2.0,transitive,https://registry.npmjs.org/gopd/-/gopd-1.2.0.tgz,MIT,Retain applicable upstream license and notice obligations; review package source before redistribution.,none declared in package-lock
got,11.8.6,transitive,https://registry.npmjs.org/got/-/got-11.8.6.tgz,MIT,Retain applicable upstream license and notice obligations; review package source before redistribution.,none declared in package-lock
graceful-fs,4.2.11,transitive,https://registry.npmjs.org/graceful-fs/-/graceful-fs-4.2.11.tgz,ISC,Retain applicable upstream license and notice obligations; review package source before redistribution.,none declared in package-lock
griffelib,2.2.0,transitive,https://files.pythonhosted.org/packages/f6/b6/f65ac785d4ac90dcf7c831ac6256f5dd4a19780f4e1575b2c0d6eeebe319/griffelib-2.2.0-py3-none-any.whl,ISC,Retain applicable upstream Python license and notice obligations; review package license files before redistribution.,Python 3.14.5 win_amd64 packaged backend runtime
h11,0.16.0,transitive,https://files.pythonhosted.org/packages/04/4b/29cac41a4d98d144bf5f6d33995617b185d14b22401f75ca86f384e87ff1/h11-0.16.0-py3-none-any.whl,MIT,Retain applicable upstream Python license and notice obligations; review package license files before redistribution.,Python 3.14.5 win_amd64 packaged backend runtime
has-flag,4.0.0,transitive,https://registry.npmjs.org/has-flag/-/has-flag-4.0.0.tgz,MIT,Retain applicable upstream license and notice obligations; review package source before redistribution.,none declared in package-lock
has-property-descriptors,1.0.2,transitive,https://registry.npmjs.org/has-property-descriptors/-/has-property-descriptors-1.0.2.tgz,MIT,Retain applicable upstream license and notice obligations; review package source before redistribution.,none declared in package-lock
has-symbols,1.1.0,transitive,https://registry.npmjs.org/has-symbols/-/has-symbols-1.1.0.tgz,MIT,Retain applicable upstream license and notice obligations; review package source before redistribution.,none declared in package-lock
has-tostringtag,1.0.2,transitive,https://registry.npmjs.org/has-tostringtag/-/has-tostringtag-1.0.2.tgz,MIT,Retain applicable upstream license and notice obligations; review package source before redistribution.,none declared in package-lock
hasown,2.0.4,transitive,https://registry.npmjs.org/hasown/-/hasown-2.0.4.tgz,MIT,Retain applicable upstream license and notice obligations; review package source before redistribution.,none declared in package-lock
hosted-git-info,4.1.0,transitive,https://registry.npmjs.org/hosted-git-info/-/hosted-git-info-4.1.0.tgz,ISC,Retain applicable upstream license and notice obligations; review package source before redistribution.,none declared in package-lock
html5lib,1.1,transitive,https://files.pythonhosted.org/packages/6c/dd/a834df6482147d48e225a49515aabc28974ad5a4ca3215c18a882565b028/html5lib-1.1-py2.py3-none-any.whl,MIT License,Retain applicable upstream Python license and notice obligations; review package license files before redistribution.,Python 3.14.5 win_amd64 packaged backend runtime
http-cache-semantics,4.2.0,transitive,https://registry.npmjs.org/http-cache-semantics/-/http-cache-semantics-4.2.0.tgz,BSD-2-Clause,Retain applicable upstream license and notice obligations; review package source before redistribution.,none declared in package-lock
http-proxy-agent,7.0.2,transitive,https://registry.npmjs.org/http-proxy-agent/-/http-proxy-agent-7.0.2.tgz,MIT,Retain applicable upstream license and notice obligations; review package source before redistribution.,none declared in package-lock
http2-wrapper,1.0.3,transitive,https://registry.npmjs.org/http2-wrapper/-/http2-wrapper-1.0.3.tgz,MIT,Retain applicable upstream license and notice obligations; review package source before redistribution.,none declared in package-lock
httpcore,1.0.9,transitive,https://files.pythonhosted.org/packages/7e/f5/f66802a942d491edb555dd61e3a9961140fd64c90bce1eafd741609d334d/httpcore-1.0.9-py3-none-any.whl,BSD-3-Clause,Retain applicable upstream Python license and notice obligations; review package license files before redistribution.,Python 3.14.5 win_amd64 packaged backend runtime
httpcore2,2.12.0,transitive,https://files.pythonhosted.org/packages/d2/74/d370e55600d9bcfa0d9794b0166126d49291a3d2b20c268fc98c453a4948/httpcore2-2.12.0-py3-none-any.whl,BSD-3-Clause,Retain applicable upstream Python license and notice obligations; review package license files before redistribution.,Python 3.14.5 win_amd64 packaged backend runtime
https-proxy-agent,7.0.6,transitive,https://registry.npmjs.org/https-proxy-agent/-/https-proxy-agent-7.0.6.tgz,MIT,Retain applicable upstream license and notice obligations; review package source before redistribution.,none declared in package-lock
httpx,0.28.1,transitive,https://files.pythonhosted.org/packages/2a/39/e50c7c3a983047577ee07d2a9e53faf5a69493943ec3f6a384bdc792deb2/httpx-0.28.1-py3-none-any.whl,BSD-3-Clause,Retain applicable upstream Python license and notice obligations; review package license files before redistribution.,Python 3.14.5 win_amd64 packaged backend runtime
httpx2,2.12.0,transitive,https://files.pythonhosted.org/packages/c8/95/411ba65569158e862368917aaf56597f3e5fa3b91b0502919638465a08f3/httpx2-2.12.0-py3-none-any.whl,BSD-3-Clause,Retain applicable upstream Python license and notice obligations; review package license files before redistribution.,Python 3.14.5 win_amd64 packaged backend runtime
idna,3.19,transitive,https://files.pythonhosted.org/packages/57/b0/0e52c878c53f245edd3a11020f20979b3f490f245af532c7cae3027754b5/idna-3.19-py3-none-any.whl,BSD-3-Clause,Retain applicable upstream Python license and notice obligations; review package license files before redistribution.,Python 3.14.5 win_amd64 packaged backend runtime
inflight,1.0.6,transitive,https://registry.npmjs.org/inflight/-/inflight-1.0.6.tgz,ISC,Retain applicable upstream license and notice obligations; review package source before redistribution.,none declared in package-lock
inherits,2.0.4,transitive,https://registry.npmjs.org/inherits/-/inherits-2.0.4.tgz,ISC,Retain applicable upstream license and notice obligations; review package source before redistribution.,none declared in package-lock
is-fullwidth-code-point,3.0.0,transitive,https://registry.npmjs.org/is-fullwidth-code-point/-/is-fullwidth-code-point-3.0.0.tgz,MIT,Retain applicable upstream license and notice obligations; review package source before redistribution.,none declared in package-lock
isarray,1.0.0,transitive,https://registry.npmjs.org/isarray/-/isarray-1.0.0.tgz,MIT,Retain applicable upstream license and notice obligations; review package source before redistribution.,none declared in package-lock
isbinaryfile,4.0.10,transitive,https://registry.npmjs.org/isbinaryfile/-/isbinaryfile-4.0.10.tgz,MIT,Retain applicable upstream license and notice obligations; review package source before redistribution.,none declared in package-lock
isbinaryfile,5.0.7,transitive,https://registry.npmjs.org/isbinaryfile/-/isbinaryfile-5.0.7.tgz,MIT,Retain applicable upstream license and notice obligations; review package source before redistribution.,none declared in package-lock
isexe,2.0.0,transitive,https://registry.npmjs.org/isexe/-/isexe-2.0.0.tgz,ISC,Retain applicable upstream license and notice obligations; review package source before redistribution.,none declared in package-lock
isexe,3.1.5,transitive,https://registry.npmjs.org/isexe/-/isexe-3.1.5.tgz,BlueOak-1.0.0,Retain applicable upstream license and notice obligations; review package source before redistribution.,none declared in package-lock
isexe,4.0.0,transitive,https://registry.npmjs.org/isexe/-/isexe-4.0.0.tgz,BlueOak-1.0.0,Retain applicable upstream license and notice obligations; review package source before redistribution.,none declared in package-lock
jake,10.9.4,transitive,https://registry.npmjs.org/jake/-/jake-10.9.4.tgz,Apache-2.0,Retain applicable upstream license and notice obligations; review package source before redistribution.,none declared in package-lock
jiti,2.7.0,transitive,https://registry.npmjs.org/jiti/-/jiti-2.7.0.tgz,MIT,Retain applicable upstream license and notice obligations; review package source before redistribution.,none declared in package-lock
joblib,1.5.3,direct-runtime,https://files.pythonhosted.org/packages/7b/91/984aca2ec129e2757d1e4e3c81c3fcda9d0f85b74670a094cc443d9ee949/joblib-1.5.3-py3-none-any.whl,BSD-3-Clause,Retain applicable upstream Python license and notice obligations; review package license files before redistribution.,Python 3.14.5 win_amd64 packaged backend runtime
js-yaml,4.3.1,transitive,https://registry.npmjs.org/js-yaml/-/js-yaml-4.3.1.tgz,MIT,Retain applicable upstream license and notice obligations; review package source before redistribution.,none declared in package-lock
json-buffer,3.0.1,transitive,https://registry.npmjs.org/json-buffer/-/json-buffer-3.0.1.tgz,MIT,Retain applicable upstream license and notice obligations; review package source before redistribution.,none declared in package-lock
json-schema-traverse,1.0.0,transitive,https://registry.npmjs.org/json-schema-traverse/-/json-schema-traverse-1.0.0.tgz,MIT,Retain applicable upstream license and notice obligations; review package source before redistribution.,none declared in package-lock
json-schema-typed,8.0.2,transitive,https://registry.npmjs.org/json-schema-typed/-/json-schema-typed-8.0.2.tgz,BSD-2-Clause,Retain applicable upstream license and notice obligations; review package source before redistribution.,none declared in package-lock
json-stringify-safe,5.0.1,transitive,https://registry.npmjs.org/json-stringify-safe/-/json-stringify-safe-5.0.1.tgz,ISC,Retain applicable upstream license and notice obligations; review package source before redistribution.,none declared in package-lock
json5,2.2.3,transitive,https://registry.npmjs.org/json5/-/json5-2.2.3.tgz,MIT,Retain applicable upstream license and notice obligations; review package source before redistribution.,none declared in package-lock
jsonfile,4.0.0,transitive,https://registry.npmjs.org/jsonfile/-/jsonfile-4.0.0.tgz,MIT,Retain applicable upstream license and notice obligations; review package source before redistribution.,none declared in package-lock
jsonfile,6.2.1,transitive,https://registry.npmjs.org/jsonfile/-/jsonfile-6.2.1.tgz,MIT,Retain applicable upstream license and notice obligations; review package source before redistribution.,none declared in package-lock
jsonfile,6.2.1,transitive,https://registry.npmjs.org/jsonfile/-/jsonfile-6.2.1.tgz,MIT,Retain applicable upstream license and notice obligations; review package source before redistribution.,none declared in package-lock
jsonfile,6.2.1,transitive,https://registry.npmjs.org/jsonfile/-/jsonfile-6.2.1.tgz,MIT,Retain applicable upstream license and notice obligations; review package source before redistribution.,none declared in package-lock
jsonfile,6.2.1,transitive,https://registry.npmjs.org/jsonfile/-/jsonfile-6.2.1.tgz,MIT,Retain applicable upstream license and notice obligations; review package source before redistribution.,none declared in package-lock
jsonfile,6.2.1,transitive,https://registry.npmjs.org/jsonfile/-/jsonfile-6.2.1.tgz,MIT,Retain applicable upstream license and notice obligations; review package source before redistribution.,none declared in package-lock
jsonfile,6.2.1,transitive,https://registry.npmjs.org/jsonfile/-/jsonfile-6.2.1.tgz,MIT,Retain applicable upstream license and notice obligations; review package source before redistribution.,none declared in package-lock
jsonfile,6.2.1,transitive,https://registry.npmjs.org/jsonfile/-/jsonfile-6.2.1.tgz,MIT,Retain applicable upstream license and notice obligations; review package source before redistribution.,none declared in package-lock
jsonfile,6.2.1,transitive,https://registry.npmjs.org/jsonfile/-/jsonfile-6.2.1.tgz,MIT,Retain applicable upstream license and notice obligations; review package source before redistribution.,none declared in package-lock
jsonfile,6.2.1,transitive,https://registry.npmjs.org/jsonfile/-/jsonfile-6.2.1.tgz,MIT,Retain applicable upstream license and notice obligations; review package source before redistribution.,none declared in package-lock
jsonfile,6.2.1,transitive,https://registry.npmjs.org/jsonfile/-/jsonfile-6.2.1.tgz,MIT,Retain applicable upstream license and notice obligations; review package source before redistribution.,none declared in package-lock
jsonfile,6.2.1,transitive,https://registry.npmjs.org/jsonfile/-/jsonfile-6.2.1.tgz,MIT,Retain applicable upstream license and notice obligations; review package source before redistribution.,none declared in package-lock
jsonfile,6.2.1,transitive,https://registry.npmjs.org/jsonfile/-/jsonfile-6.2.1.tgz,MIT,Retain applicable upstream license and notice obligations; review package source before redistribution.,none declared in package-lock
jsonfile,6.2.1,transitive,https://registry.npmjs.org/jsonfile/-/jsonfile-6.2.1.tgz,MIT,Retain applicable upstream license and notice obligations; review package source before redistribution.,none declared in package-lock
jsonpath,0.82.2,direct-runtime,https://files.pythonhosted.org/packages/cf/a1/693351acd0a9edca4de9153372a65e75398898ea7f8a5c722ab00f464929/jsonpath-0.82.2.tar.gz,MIT,Retain applicable upstream Python license and notice obligations; review package license files before redistribution.,Python 3.14.5 win_amd64 packaged backend runtime
keyv,4.5.4,transitive,https://registry.npmjs.org/keyv/-/keyv-4.5.4.tgz,MIT,Retain applicable upstream license and notice obligations; review package source before redistribution.,none declared in package-lock
lazy-val,1.0.5,transitive,https://registry.npmjs.org/lazy-val/-/lazy-val-1.0.5.tgz,MIT,Retain applicable upstream license and notice obligations; review package source before redistribution.,none declared in package-lock
lightweight-charts,5.2.0,direct-runtime,https://registry.npmjs.org/lightweight-charts/-/lightweight-charts-5.2.0.tgz,Apache-2.0,Retain applicable upstream license and notice obligations; review package source before redistribution.,none declared in package-lock
lodash,4.18.1,transitive,https://registry.npmjs.org/lodash/-/lodash-4.18.1.tgz,MIT,Retain applicable upstream license and notice obligations; review package source before redistribution.,none declared in package-lock
logfire-api,4.41.0,transitive,https://files.pythonhosted.org/packages/c8/96/97552d0d742866719b3a6e8fd7e68dd2877804f4c3b10c44a19a1f99b0d6/logfire_api-4.41.0-py3-none-any.whl,MIT,Retain applicable upstream Python license and notice obligations; review package license files before redistribution.,Python 3.14.5 win_amd64 packaged backend runtime
lowercase-keys,2.0.0,transitive,https://registry.npmjs.org/lowercase-keys/-/lowercase-keys-2.0.0.tgz,MIT,Retain applicable upstream license and notice obligations; review package source before redistribution.,none declared in package-lock
lru-cache,6.0.0,transitive,https://registry.npmjs.org/lru-cache/-/lru-cache-6.0.0.tgz,ISC,Retain applicable upstream license and notice obligations; review package source before redistribution.,none declared in package-lock
lxml,6.1.2,transitive,https://files.pythonhosted.org/packages/77/13/a3d483230a09201e211ceb1aa208b1374d27d23b8b180d74dba14b30f6b3/lxml-6.1.2-cp314-cp314-win_amd64.whl,BSD-3-Clause,Retain applicable upstream Python license and notice obligations; review package license files before redistribution.,Python 3.14.5 win_amd64 packaged backend runtime
marked,14.0.0,transitive,https://registry.npmjs.org/marked/-/marked-14.0.0.tgz,MIT,Retain applicable upstream license and notice obligations; review package source before redistribution.,none declared in package-lock
matcher,3.0.0,transitive,https://registry.npmjs.org/matcher/-/matcher-3.0.0.tgz,MIT,Retain applicable upstream license and notice obligations; review package source before redistribution.,none declared in package-lock
math-intrinsics,1.1.0,transitive,https://registry.npmjs.org/math-intrinsics/-/math-intrinsics-1.1.0.tgz,MIT,Retain applicable upstream license and notice obligations; review package source before redistribution.,none declared in package-lock
mime,2.6.0,transitive,https://registry.npmjs.org/mime/-/mime-2.6.0.tgz,MIT,Retain applicable upstream license and notice obligations; review package source before redistribution.,none declared in package-lock
mime-db,1.52.0,transitive,https://registry.npmjs.org/mime-db/-/mime-db-1.52.0.tgz,MIT,Retain applicable upstream license and notice obligations; review package source before redistribution.,none declared in package-lock
mime-types,2.1.35,transitive,https://registry.npmjs.org/mime-types/-/mime-types-2.1.35.tgz,MIT,Retain applicable upstream license and notice obligations; review package source before redistribution.,none declared in package-lock
mimic-function,5.0.1,transitive,https://registry.npmjs.org/mimic-function/-/mimic-function-5.0.1.tgz,MIT,Retain applicable upstream license and notice obligations; review package source before redistribution.,none declared in package-lock
mimic-response,1.0.1,transitive,https://registry.npmjs.org/mimic-response/-/mimic-response-1.0.1.tgz,MIT,Retain applicable upstream license and notice obligations; review package source before redistribution.,none declared in package-lock
mimic-response,3.1.0,transitive,https://registry.npmjs.org/mimic-response/-/mimic-response-3.1.0.tgz,MIT,Retain applicable upstream license and notice obligations; review package source before redistribution.,none declared in package-lock
mini-racer,0.14.1,transitive,https://files.pythonhosted.org/packages/78/60/e0708ea8533e928f10f985be35af4c02dd2b61f4a7501dc88e8c927d85e5/mini_racer-0.14.1-py3-none-win_amd64.whl,ISC,Retain applicable upstream Python license and notice obligations; review package license files before redistribution.,Python 3.14.5 win_amd64 packaged backend runtime
minimatch,10.2.6,transitive,https://registry.npmjs.org/minimatch/-/minimatch-10.2.6.tgz,BlueOak-1.0.0,Retain applicable upstream license and notice obligations; review package source before redistribution.,none declared in package-lock
minimatch,3.1.5,transitive,https://registry.npmjs.org/minimatch/-/minimatch-3.1.5.tgz,ISC,Retain applicable upstream license and notice obligations; review package source before redistribution.,none declared in package-lock
minimatch,3.1.5,transitive,https://registry.npmjs.org/minimatch/-/minimatch-3.1.5.tgz,ISC,Retain applicable upstream license and notice obligations; review package source before redistribution.,none declared in package-lock
minimatch,3.1.5,transitive,https://registry.npmjs.org/minimatch/-/minimatch-3.1.5.tgz,ISC,Retain applicable upstream license and notice obligations; review package source before redistribution.,none declared in package-lock
minimatch,5.1.9,transitive,https://registry.npmjs.org/minimatch/-/minimatch-5.1.9.tgz,ISC,Retain applicable upstream license and notice obligations; review package source before redistribution.,none declared in package-lock
minimatch,9.0.9,transitive,https://registry.npmjs.org/minimatch/-/minimatch-9.0.9.tgz,ISC,Retain applicable upstream license and notice obligations; review package source before redistribution.,none declared in package-lock
minimist,1.2.8,transitive,https://registry.npmjs.org/minimist/-/minimist-1.2.8.tgz,MIT,Retain applicable upstream license and notice obligations; review package source before redistribution.,none declared in package-lock
minipass,7.1.3,transitive,https://registry.npmjs.org/minipass/-/minipass-7.1.3.tgz,BlueOak-1.0.0,Retain applicable upstream license and notice obligations; review package source before redistribution.,none declared in package-lock
minizlib,3.1.0,transitive,https://registry.npmjs.org/minizlib/-/minizlib-3.1.0.tgz,MIT,Retain applicable upstream license and notice obligations; review package source before redistribution.,none declared in package-lock
mkdirp,0.5.6,transitive,https://registry.npmjs.org/mkdirp/-/mkdirp-0.5.6.tgz,MIT,Retain applicable upstream license and notice obligations; review package source before redistribution.,none declared in package-lock
monaco-editor,0.56.0,direct-runtime,https://registry.npmjs.org/monaco-editor/-/monaco-editor-0.56.0.tgz,MIT,Retain applicable upstream license and notice obligations; review package source before redistribution.,none declared in package-lock
ms,2.1.3,transitive,https://registry.npmjs.org/ms/-/ms-2.1.3.tgz,MIT,Retain applicable upstream license and notice obligations; review package source before redistribution.,none declared in package-lock
nanoid,3.3.18,transitive,https://registry.npmjs.org/nanoid/-/nanoid-3.3.18.tgz,MIT,Retain applicable upstream license and notice obligations; review package source before redistribution.,none declared in package-lock
narwhals,2.24.0,direct-runtime,https://files.pythonhosted.org/packages/7e/85/a5bfaebfd305ac18b57b0854d74e37e586809061a91fda62f0bd50c8518e/narwhals-2.24.0-py3-none-any.whl,MIT,Retain applicable upstream Python license and notice obligations; review package license files before redistribution.,Python 3.14.5 win_amd64 packaged backend runtime
node-abi,4.33.0,transitive,https://registry.npmjs.org/node-abi/-/node-abi-4.33.0.tgz,MIT,Retain applicable upstream license and notice obligations; review package source before redistribution.,none declared in package-lock
node-api-version,0.2.1,transitive,https://registry.npmjs.org/node-api-version/-/node-api-version-0.2.1.tgz,MIT,Retain applicable upstream license and notice obligations; review package source before redistribution.,none declared in package-lock
node-gyp,12.4.0,transitive,https://registry.npmjs.org/node-gyp/-/node-gyp-12.4.0.tgz,MIT,Retain applicable upstream license and notice obligations; review package source before redistribution.,none declared in package-lock
node-int64,0.4.0,transitive,https://registry.npmjs.org/node-int64/-/node-int64-0.4.0.tgz,MIT,Retain applicable upstream license and notice obligations; review package source before redistribution.,none declared in package-lock
nopt,9.0.0,transitive,https://registry.npmjs.org/nopt/-/nopt-9.0.0.tgz,ISC,Retain applicable upstream license and notice obligations; review package source before redistribution.,none declared in package-lock
normalize-url,6.1.0,transitive,https://registry.npmjs.org/normalize-url/-/normalize-url-6.1.0.tgz,MIT,Retain applicable upstream license and notice obligations; review package source before redistribution.,none declared in package-lock
numpy,2.5.2,direct-runtime,https://files.pythonhosted.org/packages/15/5c/7bcbd5b11f94199073320410cddcbb80cee62415bfeb540874b265c2d922/numpy-2.5.2-cp314-cp314-win_amd64.whl,BSD-3-Clause AND 0BSD AND MIT AND Zlib AND CC0-1.0,Retain applicable upstream Python license and notice obligations; review package license files before redistribution.,Python 3.14.5 win_amd64 packaged backend runtime
object-keys,1.1.1,transitive,https://registry.npmjs.org/object-keys/-/object-keys-1.1.1.tgz,MIT,Retain applicable upstream license and notice obligations; review package source before redistribution.,none declared in package-lock
once,1.4.0,transitive,https://registry.npmjs.org/once/-/once-1.4.0.tgz,ISC,Retain applicable upstream license and notice obligations; review package source before redistribution.,none declared in package-lock
openpyxl,3.1.5,transitive,https://files.pythonhosted.org/packages/c0/da/977ded879c29cbd04de313843e76868e6e13408a94ed6b987245dc7c8506/openpyxl-3.1.5-py2.py3-none-any.whl,MIT,Retain applicable upstream Python license and notice obligations; review package license files before redistribution.,Python 3.14.5 win_amd64 packaged backend runtime
opentelemetry-api,1.44.0,transitive,https://files.pythonhosted.org/packages/ca/6f/a04e900f465ff3221ccc395522503e2d10e79fa21f2723c8e177aae1e0d1/opentelemetry_api-1.44.0-py3-none-any.whl,Apache-2.0,Retain applicable upstream Python license and notice obligations; review package license files before redistribution.,Python 3.14.5 win_amd64 packaged backend runtime
p-cancelable,2.1.1,transitive,https://registry.npmjs.org/p-cancelable/-/p-cancelable-2.1.1.tgz,MIT,Retain applicable upstream license and notice obligations; review package source before redistribution.,none declared in package-lock
p-limit,3.1.0,transitive,https://registry.npmjs.org/p-limit/-/p-limit-3.1.0.tgz,MIT,Retain applicable upstream license and notice obligations; review package source before redistribution.,none declared in package-lock
pandas,3.0.5,transitive,https://files.pythonhosted.org/packages/96/58/ad979ae617615576e8aafd569c9d4b62f1191d896e38f51d66ba06f3b89a/pandas-3.0.5-cp314-cp314-win_amd64.whl,BSD-3-Clause,Retain applicable upstream Python license and notice obligations; review package license files before redistribution.,Python 3.14.5 win_amd64 packaged backend runtime
path-is-absolute,1.0.1,transitive,https://registry.npmjs.org/path-is-absolute/-/path-is-absolute-1.0.1.tgz,MIT,Retain applicable upstream license and notice obligations; review package source before redistribution.,none declared in package-lock
path-key,3.1.1,transitive,https://registry.npmjs.org/path-key/-/path-key-3.1.1.tgz,MIT,Retain applicable upstream license and notice obligations; review package source before redistribution.,none declared in package-lock
pe-library,0.4.1,transitive,https://registry.npmjs.org/pe-library/-/pe-library-0.4.1.tgz,MIT,Retain applicable upstream license and notice obligations; review package source before redistribution.,none declared in package-lock
pend,1.2.0,transitive,https://registry.npmjs.org/pend/-/pend-1.2.0.tgz,MIT,Retain applicable upstream license and notice obligations; review package source before redistribution.,none declared in package-lock
picocolors,1.1.1,transitive,https://registry.npmjs.org/picocolors/-/picocolors-1.1.1.tgz,ISC,Retain applicable upstream license and notice obligations; review package source before redistribution.,none declared in package-lock
picomatch,4.0.5,transitive,https://registry.npmjs.org/picomatch/-/picomatch-4.0.5.tgz,MIT,Retain applicable upstream license and notice obligations; review package source before redistribution.,none declared in package-lock
pkijs,3.4.0,transitive,https://registry.npmjs.org/pkijs/-/pkijs-3.4.0.tgz,BSD-3-Clause,Retain applicable upstream license and notice obligations; review package source before redistribution.,none declared in package-lock
plist,3.1.0,transitive,https://registry.npmjs.org/plist/-/plist-3.1.0.tgz,MIT,Retain applicable upstream license and notice obligations; review package source before redistribution.,none declared in package-lock
postcss,8.5.26,transitive,https://registry.npmjs.org/postcss/-/postcss-8.5.26.tgz,MIT,Retain applicable upstream license and notice obligations; review package source before redistribution.,none declared in package-lock
postject,1.0.0-alpha.6,transitive,https://registry.npmjs.org/postject/-/postject-1.0.0-alpha.6.tgz,MIT,Retain applicable upstream license and notice obligations; review package source before redistribution.,none declared in package-lock
proc-log,6.1.0,transitive,https://registry.npmjs.org/proc-log/-/proc-log-6.1.0.tgz,ISC,Retain applicable upstream license and notice obligations; review package source before redistribution.,none declared in package-lock
process-nextick-args,2.0.1,transitive,https://registry.npmjs.org/process-nextick-args/-/process-nextick-args-2.0.1.tgz,MIT,Retain applicable upstream license and notice obligations; review package source before redistribution.,none declared in package-lock
progress,2.0.3,transitive,https://registry.npmjs.org/progress/-/progress-2.0.3.tgz,MIT,Retain applicable upstream license and notice obligations; review package source before redistribution.,none declared in package-lock
promise-retry,2.0.1,transitive,https://registry.npmjs.org/promise-retry/-/promise-retry-2.0.1.tgz,MIT,Retain applicable upstream license and notice obligations; review package source before redistribution.,none declared in package-lock
proper-lockfile,4.1.2,transitive,https://registry.npmjs.org/proper-lockfile/-/proper-lockfile-4.1.2.tgz,MIT,Retain applicable upstream license and notice obligations; review package source before redistribution.,none declared in package-lock
pump,3.0.4,transitive,https://registry.npmjs.org/pump/-/pump-3.0.4.tgz,MIT,Retain applicable upstream license and notice obligations; review package source before redistribution.,none declared in package-lock
pvtsutils,1.3.6,transitive,https://registry.npmjs.org/pvtsutils/-/pvtsutils-1.3.6.tgz,MIT,Retain applicable upstream license and notice obligations; review package source before redistribution.,none declared in package-lock
pvutils,1.2.0,transitive,https://registry.npmjs.org/pvutils/-/pvutils-1.2.0.tgz,MIT,Retain applicable upstream license and notice obligations; review package source before redistribution.,none declared in package-lock
pyarrow,23.0.1,direct-runtime,https://files.pythonhosted.org/packages/eb/3f/b1da7b61cd66566a4d4c8383d376c606d1c34a906c3f1cb35c479f59d1aa/pyarrow-23.0.1-cp314-cp314-win_amd64.whl,Apache-2.0,Retain applicable upstream Python license and notice obligations; review package license files before redistribution.,Python 3.14.5 win_amd64 packaged backend runtime; approximately 28.2 MB compressed wheel
pycparser,3.0,transitive,https://files.pythonhosted.org/packages/0c/c3/44f3fbbfa403ea2a7c779186dc20772604442dde72947e7d01069cbe98e3/pycparser-3.0-py3-none-any.whl,BSD-3-Clause,Retain applicable upstream Python license and notice obligations; review package license files before redistribution.,Python 3.14.5 win_amd64 packaged backend runtime
pydantic,2.13.4,transitive,https://files.pythonhosted.org/packages/fd/7b/122376b1fd3c62c1ed9dc80c931ace4844b3c55407b6fb2d199377c9736f/pydantic-2.13.4-py3-none-any.whl,MIT,Retain applicable upstream Python license and notice obligations; review package license files before redistribution.,Python 3.14.5 win_amd64 packaged backend runtime
pydantic_core,2.46.4,transitive,https://files.pythonhosted.org/packages/fc/b6/6b8de4c0a7d7ab3004c439c80c5c1e0a3e8d78bbae19379b01960383d9e5/pydantic_core-2.46.4-cp314-cp314-win_amd64.whl,MIT,Retain applicable upstream Python license and notice obligations; review package license files before redistribution.,Python 3.14.5 win_amd64 packaged backend runtime
pydantic-ai-slim,2.27.0,direct-runtime,https://files.pythonhosted.org/packages/26/10/512641450549b15dd0b49600f975991a8b0067c921ec9e9b7caa0e89cff0/pydantic_ai_slim-2.27.0-py3-none-any.whl,MIT,Retain applicable upstream Python license and notice obligations; review package license files before redistribution.,Python 3.14.5 win_amd64 packaged backend runtime
pydantic-graph,2.27.0,transitive,https://files.pythonhosted.org/packages/f9/ce/6ecafa2680d70ce34b8c3fdc1667228896f1cd19df2f236dd7fa54214117/pydantic_graph-2.27.0-py3-none-any.whl,MIT,Retain applicable upstream Python license and notice obligations; review package license files before redistribution.,Python 3.14.5 win_amd64 packaged backend runtime
python-dateutil,2.9.0.post0,transitive,https://files.pythonhosted.org/packages/ec/57/56b9bcc3c9c6a792fcbaf139543cee77261f3651ca9da0c93f5c1221264b/python_dateutil-2.9.0.post0-py2.py3-none-any.whl,Dual License,Retain applicable upstream Python license and notice obligations; review package license files before redistribution.,Python 3.14.5 win_amd64 packaged backend runtime
quick-lru,5.1.1,transitive,https://registry.npmjs.org/quick-lru/-/quick-lru-5.1.1.tgz,MIT,Retain applicable upstream license and notice obligations; review package source before redistribution.,none declared in package-lock
react,19.2.7,direct-runtime,https://registry.npmjs.org/react/-/react-19.2.7.tgz,MIT,Retain applicable upstream license and notice obligations; review package source before redistribution.,none declared in package-lock
react-dom,19.2.7,direct-runtime,https://registry.npmjs.org/react-dom/-/react-dom-19.2.7.tgz,MIT,Retain applicable upstream license and notice obligations; review package source before redistribution.,none declared in package-lock
react-remove-scroll,2.7.2,transitive,https://registry.npmjs.org/react-remove-scroll/-/react-remove-scroll-2.7.2.tgz,MIT,Retain applicable upstream license and notice obligations; review package source before redistribution.,none declared in package-lock
